Date,PNQI_High,PNQI_Low,PNQI_Open,PNQI_Close,PNQI_Volume,PNQI_Adj_Close,IXN_High,IXN_Low,IXN_Open,IXN_Close,IXN_Volume,IXN_Adj_Close,VGT_High,VGT_Low,VGT_Open,VGT_Close,VGT_Volume,VGT_Adj_Close,VIX_High,VIX_Low,VIX_Open,VIX_Close,VIX_Volume,VIX_Adj_Close,NDX_High,NDX_Low,NDX_Open,NDX_Close,NDX_Volume,NDX_Adj_Close,RUT_High,RUT_Low,RUT_Open,RUT_Close,RUT_Volume,RUT_Adj_Close,VXN_High,VXN_Low,VXN_Open,VXN_Close,VXN_Volume,VXN_Adj_Close,Mkt-RF,SMB,HML,RMW,CMA,RF
2010-01-04,26.270000457763672,26.100000381469727,26.139999389648438,26.239999771118164,36600.0,26.220048904418945,57.290000915527344,56.7599983215332,56.83000183105469,57.130001068115234,122700.0,51.273345947265625,55.939998626708984,55.47999954223633,55.54999923706055,55.79999923706055,270600.0,49.53644561767578,21.68000030517578,20.030000686645508,21.68000030517578,20.040000915527344,0,20.040000915527344,1890.02001953125,1881.6300048828125,1882.68994140625,1886.699951171875,1931380000,1886.699951171875,640.0999755859375,628.1099853515625,628.1099853515625,640.0999755859375,39914000.0,640.0999755859375,21.989999771118164,21.170000076293945,21.649999618530273,21.200000762939453,0,21.200000762939453,1.69,0.75,1.11,-0.24,0.21,0.0
2010-01-05,26.329999923706055,26.1200008392334,26.260000228881836,26.329999923706055,10200.0,26.309982299804688,57.38999938964844,56.86000061035156,57.38999938964844,57.22999954223633,65600.0,51.36309814453125,55.880001068115234,55.40999984741211,55.810001373291016,55.7400016784668,520800.0,49.483177185058594,20.1299991607666,19.34000015258789,20.049999237060547,19.350000381469727,0,19.350000381469727,1891.3299560546875,1877.52001953125,1887.280029296875,1888.4300537109375,2367860000,1888.4300537109375,641.8900146484375,635.9500122070312,639.6900024414062,638.489990234375,24910200.0,638.489990234375,21.360000610351562,20.5,21.239999771118164,20.5,0,20.5,0.31,-0.38,1.21,-0.1,0.18,0.0
2010-01-06,26.309999465942383,26.049999237060547,26.309999465942383,26.049999237060547,5800.0,26.030193328857422,57.33000183105469,56.81999969482422,57.310001373291016,56.81999969482422,62300.0,50.9951171875,55.86000061035156,55.22999954223633,55.7599983215332,55.349998474121094,223000.0,49.136962890625,19.68000030517578,18.770000457763672,19.59000015258789,19.15999984741211,0,19.15999984741211,1893.2099609375,1873.9000244140625,1887.9100341796875,1878.4200439453125,2253340000,1878.4200439453125,641.260009765625,636.4000244140625,638.2899780273438,637.9500122070312,49726600.0,637.9500122070312,20.68000030517578,20.059999465942383,20.670000076293945,20.209999084472656,0,20.209999084472656,0.13,-0.16,0.51,-0.02,0.2,0.0
2010-01-07,25.940000534057617,25.639999389648438,25.940000534057617,25.739999771118164,13700.0,25.720430374145508,56.970001220703125,56.43000030517578,56.970001220703125,56.66999816894531,57100.0,50.860511779785156,55.33000183105469,54.900001525878906,55.290000915527344,55.13999938964844,237100.0,48.950538635253906,19.709999084472656,18.700000762939453,19.68000030517578,19.059999465942383,0,19.059999465942383,1881.3299560546875,1867.6199951171875,1878.1600341796875,1876.719970703125,2270050000,1876.719970703125,642.0700073242188,632.739990234375,638.1099853515625,641.969970703125,52706800.0,641.969970703125,20.65999984741211,19.979999542236328,20.31999969482422,19.989999771118164,0,19.989999771118164,0.4,0.23,0.94,-0.65,0.23,0.0
2010-01-08,25.90999984741211,25.670000076293945,25.670000076293945,25.90999984741211,2800.0,25.890300750732422,57.130001068115234,56.56999969482422,56.630001068115234,57.130001068115234,70700.0,51.273345947265625,55.56999969482422,54.900001525878906,54.970001220703125,55.56999969482422,168900.0,49.33226776123047,19.270000457763672,18.110000610351562,19.270000457763672,18.1299991607666,0,18.1299991607666,1893.25,1868.550048828125,1870.9000244140625,1892.5899658203125,2145390000,1892.5899658203125,644.6900024414062,639.5599975585938,640.3400268554688,644.5599975585938,43895900.0,644.5599975585938,20.34000015258789,18.889999389648438,20.280000686645508,18.920000076293945,0,18.920000076293945,0.33,0.34,0.01,0.27,-0.38,0.0
2010-01-11,25.950000762939453,25.540000915527344,25.920000076293945,25.81999969482422,10700.0,25.800369262695312,57.4900016784668,56.56999969482422,57.4900016784668,56.95000076293945,62900.0,51.11180114746094,55.790000915527344,55.029998779296875,55.709999084472656,55.33000183105469,196200.0,49.119197845458984,17.739999771118164,16.860000610351562,16.93000030517578,17.549999237060547,0,17.549999237060547,1897.489990234375,1876.25,1896.050048828125,1886.239990234375,2077890000,1886.239990234375,648.4000244140625,641.3900146484375,647.3200073242188,643.989990234375,42557800.0,643.989990234375,18.709999084472656,17.950000762939453,17.950000762939453,18.469999313354492,0,18.469999313354492,0.13,-0.15,-0.21,0.08,0.58,0.0
2010-01-12,25.540000915527344,25.229999542236328,25.540000915527344,25.25,19500.0,25.230802536010742,56.810001373291016,56.02000045776367,56.709999084472656,56.189998626708984,103300.0,50.42970657348633,55.119998931884766,54.38999938964844,54.959999084472656,54.599998474121094,188500.0,48.47114181518555,19.459999084472656,17.950000762939453,17.950000762939453,18.25,0,18.25,1876.3699951171875,1852.31005859375,1874.75,1861.7900390625,2368320000,1861.7900390625,641.1400146484375,633.6199951171875,639.9600219726562,635.5,47161600.0,635.5,19.75,18.979999542236328,19.049999237060547,19.290000915527344,0,19.290000915527344,-1.0,-0.36,-1.31,0.48,-0.05,0.0
2010-01-13,25.770000457763672,25.459999084472656,25.649999618530273,25.770000457763672,6900.0,25.75040626525879,57.0,56.06999969482422,56.4900016784668,56.90999984741211,47700.0,51.07589340209961,55.31999969482422,54.36000061035156,54.84000015258789,55.20000076293945,313500.0,49.0037956237793,18.719999313354492,17.559999465942383,17.940000534057617,17.850000381469727,0,17.850000381469727,1890.81005859375,1855.27001953125,1868.199951171875,1886.1300048828125,2318350000,1886.1300048828125,644.7899780273438,633.260009765625,637.1500244140625,643.5599975585938,41703600.0,643.5599975585938,19.760000228881836,18.149999618530273,19.360000610351562,18.399999618530273,0,18.399999618530273,0.85,0.32,0.34,-0.34,0.1,0.0
2010-01-14,25.920000076293945,25.739999771118164,25.739999771118164,25.8700008392334,6800.0,25.850332260131836,57.4900016784668,57.02000045776367,57.029998779296875,57.20000076293945,81800.0,51.3361701965332,55.68000030517578,55.02000045776367,55.119998931884766,55.54999923706055,298600.0,49.314510345458984,18.270000457763672,17.3799991607666,18.15999984741211,17.6299991607666,0,17.6299991607666,1891.72998046875,1880.3499755859375,1880.4599609375,1886.52001953125,2254170000,1886.52001953125,647.8699951171875,642.1599731445312,643.5599975585938,646.4299926757812,39152000.0,646.4299926757812,18.809999465942383,17.729999542236328,18.790000915527344,18.200000762939453,0,18.200000762939453,0.24,0.24,0.05,-0.25,-0.02,0.0
2010-01-15,25.799999237060547,25.399999618530273,25.799999237060547,25.459999084472656,9800.0,25.440641403198242,57.45000076293945,56.43000030517578,57.400001525878906,56.7400016784668,37800.0,50.92333984375,55.68000030517578,54.59000015258789,55.47999954223633,54.86000061035156,258200.0,48.70195770263672,19.020000457763672,17.6299991607666,17.6299991607666,17.90999984741211,0,17.90999984741211,1893.47998046875,1857.1099853515625,1887.31005859375,1864.52001953125,2637770000,1864.52001953125,648.1199951171875,633.6900024414062,647.5700073242188,637.9600219726562,47587300.0,637.9600219726562,19.219999313354492,18.200000762939453,18.200000762939453,18.729999542236328,0,18.729999542236328,-1.12,-0.21,-0.39,0.61,-0.13,0.0
2010-01-19,25.600000381469727,25.40999984741211,25.40999984741211,25.549999237060547,3600.0,25.53057289123535,57.36000061035156,56.470001220703125,56.77000045776367,57.34000015258789,86000.0,51.46181869506836,55.619998931884766,54.880001068115234,54.88999938964844,55.619998931884766,319200.0,49.37664794921875,18.850000381469727,17.329999923706055,18.6299991607666,17.579999923706055,0,17.579999923706055,1896.5400390625,1868.8299560546875,1869.239990234375,1895.47998046875,2045290000,1895.47998046875,649.1500244140625,637.9400024414062,637.9400024414062,649.1500244140625,47248300.0,649.1500244140625,19.780000686645508,18.25,19.780000686645508,18.739999771118164,0,18.739999771118164,1.26,0.39,-0.16,-0.17,0.02,0.0
2010-01-20,25.489999771118164,25.1200008392334,25.489999771118164,25.229999542236328,4800.0,25.210817337036133,56.95000076293945,55.83000183105469,56.95000076293945,56.45000076293945,82800.0,50.663055419921875,55.2599983215332,54.279998779296875,55.2599983215332,54.900001525878906,174200.0,48.73747253417969,19.690000534057617,18.440000534057617,18.510000228881836,18.68000030517578,0,18.68000030517578,1882.31005859375,1848.0899658203125,1882.06005859375,1867.949951171875,2351890000,1867.949951171875,645.780029296875,633.02001953125,645.780029296875,639.6099853515625,48105600.0,639.6099853515625,21.280000686645508,19.520000457763672,19.639999389648438,20.010000228881836,0,20.010000228881836,-0.98,-0.54,0.25,-0.58,-0.15,0.0
2010-01-21,25.579999923706055,25.209999084472656,25.31999969482422,25.280000686645508,2400.0,25.260780334472656,56.939998626708984,55.689998626708984,56.84000015258789,55.939998626708984,73800.0,50.20533752441406,55.380001068115234,54.150001525878906,55.099998474121094,54.36000061035156,212800.0,48.25809097290039,22.299999237060547,18.270000457763672,18.59000015258789,22.270000457763672,0,22.270000457763672,1885.010009765625,1842.8599853515625,1874.5400390625,1850.5699462890625,2877800000,1850.5699462890625,643.77001953125,627.6400146484375,640.1500244140625,628.3599853515625,68742900.0,628.3599853515625,23.260000228881836,19.479999542236328,19.8700008392334,23.190000534057617,0,23.190000534057617,-1.74,0.13,-1.14,0.0,-0.45,0.0
2010-01-22,25.1299991607666,24.34000015258789,25.1299991607666,24.34000015258789,136900.0,24.321495056152344,55.7400016784668,53.779998779296875,55.7400016784668,53.880001068115234,88600.0,48.35651397705078,54.130001068115234,52.220001220703125,54.119998931884766,52.31999969482422,363800.0,46.44708251953125,28.010000228881836,22.270000457763672,22.270000457763672,27.309999465942383,0,27.309999465942383,1849.2099609375,1791.4000244140625,1842.1099853515625,1794.8199462890625,2817620000,1794.8199462890625,630.5999755859375,615.52001953125,627.7000122070312,617.1199951171875,62086500.0,617.1199951171875,29.1200008392334,23.15999984741211,23.190000534057617,28.3700008392334,0,28.3700008392334,-2.14,0.47,-0.81,0.48,0.04,0.0
